,Portfolio,Weeks_until_Rebalance,Biweekly_Contribution,Worst_Year,Best_Year,Estimated_Annual_Return,Typical_Returns
532,"'PREIX', 'IGIB', 'PRULX', 'VGPMX', 'DBC'",28.0,150.0,-14.42,20.34,8.33,-6.38 to 13.76
4317,"'FUSEX', 'IGIB', 'VUSTX', 'USERX', 'GSP'",8.0,150.0,-13.82,19.35,8.33,-5.97 to 12.34
1313,"'SWPPX', 'HYG', 'WHOSX', 'SGGDX', 'DJP'",29.0,200.0,-17.17,22.12,8.33,-9.13 to 14.26
4394,"'VFINX', 'IPE', 'PRULX', 'VGPMX', 'GSP'",14.0,200.0,-15.06,21.17,8.33,-6.49 to 14.69
2027,"'VIGRX', 'BIV', 'VUSTX', 'VGPMX', 'GSG'",31.0,250.0,-14.56,20.41,8.33,-5.57 to 14.2
4033,"'PREIX', 'IEF', 'PRULX', 'SGGDX', 'DJP'",10.0,250.0,-10.87,16.43,8.33,-5.6 to 11.63
3846,"'FUSEX', 'IPE', 'WHOSX', 'OPGSX', 'DBC'",50.0,300.0,-14.06,20.02,8.33,-7.28 to 15.05
2119,"'SWPPX', 'BIV', 'PRULX', 'USERX', 'GSP'",21.0,300.0,-13.33,18.53,8.33,-5.56 to 12.71
2359,"'VFINX', 'ITE', 'VUSTX', 'INIVX', 'DJP'",46.0,400.0,-10.96,17.05,8.33,-5.17 to 13.01
1571,"'SWPPX', 'IPE', 'VUSTX', 'SGGDX', 'DJP'",14.0,450.0,-14.09,19.44,8.33,-6.78 to 13.4
3644,"'VFINX', 'BIV', 'PRULX', 'VGPMX', 'DBC'",50.0,450.0,-13.49,18.4,8.33,-5.38 to 14.1
4131,"'VFINX', 'IGIB', 'PRULX', 'USERX', 'GSG'",11.0,450.0,-13.44,18.9,8.33,-5.39 to 12.67
907,"'FUSEX', 'IEI', 'VUSTX', 'OPGSX', 'GSG'",2.0,500.0,-12.57,17.23,8.33,-5.95 to 12.78
1549,"'FUSEX', 'TIP', 'VUSTX', 'INIVX', 'GSG'",37.0,550.0,-15.24,20.48,8.33,-6.7 to 14.46
913,"'SWPPX', 'IGIB', 'WHOSX', 'USERX', 'DJP'",16.0,550.0,-12.77,18.67,8.33,-5.37 to 12.86
4211,"'SWPPX', 'BIV', 'PRULX', 'SGGDX', 'DJP'",47.0,550.0,-12.09,18.19,8.33,-5.59 to 12.72
208,"'FUSEX', 'IPE', 'VUSTX', 'USERX', 'GSP'",16.0,600.0,-15.22,19.34,8.33,-6.29 to 13.46
393,"'SWPPX', 'HYG', 'PRULX', 'OPGSX', 'DBC'",21.0,650.0,-19.79,24.48,8.33,-9.64 to 15.62
4232,"'VFINX', 'IGIB', 'PRULX', 'VGPMX', 'GSG'",22.0,650.0,-15.52,20.54,8.33,-6.14 to 13.4
4769,"'FUSEX', 'IGIB', 'VUSTX', 'OPGSX', 'GSG'",34.0,650.0,-15.3,20.35,8.33,-6.42 to 13.3
2595,"'FUSEX', 'BIV', 'PRULX', 'INIVX', 'GSP'",16.0,650.0,-13.66,19.23,8.33,-6.93 to 13.38
3910,"'PREIX', 'IEI', 'VUSTX', 'OPGSX', 'DJP'",21.0,650.0,-11.13,17.94,8.33,-5.08 to 13.11
1057,"'FUSEX', 'IPE', 'PRULX', 'OPGSX', 'DJP'",26.0,700.0,-14.9,20.27,8.33,-6.98 to 14.07
1637,"'FUSEX', 'ITE', 'VUSTX', 'USERX', 'GSG'",26.0,750.0,-11.27,15.45,8.33,-4.95 to 11.57
1731,"'SWPPX', 'IEI', 'WHOSX', 'OPGSX', 'DJP'",1.0,800.0,-10.95,17.12,8.33,-5.16 to 12.66
3512,"'FUSEX', 'IPE', 'VUSTX', 'USERX', 'GSG'",23.0,850.0,-15.21,20.12,8.33,-5.89 to 13.8
2192,"'PREIX', 'IGIB', 'PRULX', 'OPGSX', 'GSP'",16.0,850.0,-15.11,20.22,8.33,-6.98 to 13.33
530,"'VFINX', 'TIP', 'PRULX', 'USERX', 'DBC'",41.0,850.0,-14.34,19.05,8.33,-5.22 to 13.47
4944,"'PREIX', 'IPE', 'PRULX', 'USERX', 'DJP'",3.0,850.0,-14.34,20.09,8.33,-6.03 to 13.45
2416,"'PREIX', 'BIV', 'PRULX', 'INIVX', 'GSG'",52.0,850.0,-12.96,18.24,8.33,-6.08 to 12.1
3,"'FUSEX', 'IEI', 'PRULX', 'OPGSX', 'GSG'",25.0,850.0,-10.65,16.97,8.33,-5.65 to 12.95
4733,"'SWPPX', 'TIP', 'PRULX', 'INIVX', 'DJP'",34.0,900.0,-15.11,20.01,8.33,-6.67 to 14.3
4669,"'SWPPX', 'TIP', 'PRULX', 'SGGDX', 'GSP'",5.0,900.0,-14.74,19.8,8.33,-6.38 to 12.54
985,"'SWPPX', 'ITE', 'WHOSX', 'OPGSX', 'GSP'",42.0,900.0,-11.64,17.7,8.33,-7.36 to 12.65
3777,"'VFINX', 'ITE', 'WHOSX', 'SGGDX', 'GSG'",21.0,950.0,-10.13,16.23,8.33,-5.04 to 10.93
4504,"'FUSEX', 'IEF', 'PRULX', 'VGPMX', 'GSP'",51.0,1000.0,-12.02,15.84,8.33,-5.7 to 11.17
4142,"'VFINX', 'IEF', 'VUSTX', 'SGGDX', 'DJP'",4.0,1000.0,-10.83,16.33,8.33,-5.54 to 11.51
335,"'VFINX', 'HYG', 'PRULX', 'USERX', 'DBC'",45.0,100.0,-19.25,23.75,8.32,-8.84 to 15.05
3024,"'FUSEX', 'IGIB', 'VUSTX', 'INIVX', 'GSG'",31.0,150.0,-14.6,19.53,8.32,-6.64 to 13.0
1345,"'SWPPX', 'ITE', 'PRULX', 'USERX', 'GSP'",3.0,150.0,-11.99,16.36,8.32,-5.14 to 11.29
2934,"'FUSEX', 'IGIB', 'WHOSX', 'VGPMX', 'DJP'",23.0,200.0,-14.53,19.22,8.32,-6.02 to 12.86
484,"'VFINX', 'IPE', 'VUSTX', 'OPGSX', 'GSP'",22.0,250.0,-15.99,20.63,8.32,-6.89 to 14.65
1836,"'SWPPX', 'IGIB', 'VUSTX', 'USERX', 'GSG'",21.0,250.0,-14.15,19.24,8.32,-5.6 to 12.65
4293,"'FUSEX', 'IGIB', 'PRULX', 'INIVX', 'GSP'",29.0,300.0,-14.38,19.32,8.32,-6.98 to 13.08
1065,"'FUSEX', 'ITE', 'WHOSX', 'OPGSX', 'DJP'",18.0,300.0,-10.33,16.7,8.32,-5.56 to 12.32
2874,"'FUSEX', 'TIP', 'WHOSX', 'USERX', 'GSP'",19.0,350.0,-14.21,19.38,8.32,-6.29 to 12.59
4746,"'PREIX', 'HYG', 'PRULX', 'SGGDX', 'DBC'",1.0,400.0,-18.43,23.24,8.32,-9.13 to 15.65
3436,"'SWPPX', 'TIP', 'VUSTX', 'VGPMX', 'DJP'",21.0,400.0,-15.81,20.11,8.32,-6.31 to 14.63
1685,"'FUSEX', 'TIP', 'VUSTX', 'VGPMX', 'DBC'",47.0,400.0,-15.28,20.13,8.32,-6.5 to 14.65
3584,"'PREIX', 'BIV', 'VUSTX', 'VGPMX', 'GSG'",2.0,450.0,-15.93,20.49,8.32,-6.18 to 13.98
3804,"'VFINX', 'IGIB', 'WHOSX', 'VGPMX', 'DJP'",46.0,450.0,-13.46,19.49,8.32,-6.08 to 11.95
3013,"'PREIX', 'IGIB', 'WHOSX', 'USERX', 'DJP'",50.0,450.0,-12.73,18.24,8.32,-5.19 to 13.95
1705,"'SWPPX', 'TIP', 'WHOSX', 'USERX', 'DBC'",17.0,500.0,-13.87,19.27,8.32,-6.25 to 13.16
4348,"'PREIX', 'IEI', 'PRULX', 'VGPMX', 'DJP'",4.0,500.0,-13.08,18.11,8.32,-4.9 to 12.16
455,"'FUSEX', 'ITE', 'PRULX', 'VGPMX', 'GSG'",21.0,500.0,-12.82,17.87,8.32,-5.6 to 12.49
4978,"'VIGRX', 'BIV', 'PRULX', 'INIVX', 'DBC'",38.0,550.0,-12.93,19.7,8.32,-5.97 to 13.32
156,"'PREIX', 'TIP', 'PRULX', 'VGPMX', 'GSG'",23.0,600.0,-14.38,21.15,8.32,-6.15 to 14.51
1854,"'FUSEX', 'IPE', 'PRULX', 'INIVX', 'GSG'",27.0,650.0,-14.8,19.84,8.32,-6.96 to 13.56
2790,"'VIGRX', 'TIP', 'WHOSX', 'USERX', 'GSG'",14.0,650.0,-13.8,19.96,8.32,-5.9 to 13.47
3677,"'FUSEX', 'IGIB', 'WHOSX', 'USERX', 'DJP'",23.0,700.0,-13.12,18.5,8.32,-5.19 to 12.83
4710,"'PREIX', 'ITE', 'PRULX', 'VGPMX', 'GSP'",19.0,700.0,-12.84,17.47,8.32,-6.56 to 11.81
709,"'SWPPX', 'ITE', 'WHOSX', 'OPGSX', 'GSG'",39.0,700.0,-11.26,16.78,8.32,-6.04 to 12.34
3137,"'VIGRX', 'HYG', 'VUSTX', 'SGGDX', 'GSG'",2.0,750.0,-19.07,24.4,8.32,-9.33 to 15.04
2204,"'FUSEX', 'TIP', 'PRULX', 'OPGSX', 'DBC'",41.0,750.0,-15.09,20.63,8.32,-6.46 to 14.33
4357,"'VFINX', 'TIP', 'PRULX', 'USERX', 'DJP'",2.0,750.0,-14.63,19.87,8.32,-5.92 to 13.39
2991,"'PREIX', 'IGIB', 'WHOSX', 'VGPMX', 'DJP'",49.0,750.0,-13.3,19.33,8.32,-5.8 to 12.93
3711,"'FUSEX', 'ITE', 'PRULX', 'INIVX', 'DBC'",8.0,750.0,-11.02,16.2,8.32,-6.22 to 12.09
1886,"'SWPPX', 'IEI', 'PRULX', 'VGPMX', 'DJP'",36.0,800.0,-11.95,17.21,8.32,-5.58 to 11.99
2483,"'VFINX', 'IEI', 'VUSTX', 'VGPMX', 'DBC'",46.0,800.0,-11.57,17.87,8.32,-5.32 to 13.08
2778,"'SWPPX', 'IPE', 'PRULX', 'OPGSX', 'GSG'",18.0,850.0,-14.19,20.45,8.32,-6.48 to 13.74
3676,"'PREIX', 'IPE', 'PRULX', 'USERX', 'DJP'",46.0,850.0,-13.74,19.68,8.32,-5.59 to 13.84
3684,"'PREIX', 'BIV', 'VUSTX', 'VGPMX', 'GSG'",39.0,900.0,-14.76,19.43,8.32,-6.3 to 13.67
4836,"'VFINX', 'IGIB', 'PRULX', 'USERX', 'DBC'",14.0,900.0,-13.34,18.75,8.32,-5.21 to 12.88
1851,"'VIGRX', 'HYG', 'PRULX', 'INIVX', 'GSG'",46.0,950.0,-19.43,25.33,8.32,-9.49 to 15.41
441,"'VIGRX', 'HYG', 'VUSTX', 'USERX', 'DBC'",7.0,950.0,-18.99,25.04,8.32,-8.11 to 15.72
3803,"'SWPPX', 'BIV', 'VUSTX', 'VGPMX', 'DBC'",38.0,950.0,-14.32,19.49,8.32,-5.91 to 13.29
2893,"'VIGRX', 'IEF', 'VUSTX', 'VGPMX', 'GSP'",1.0,950.0,-13.35,19.27,8.32,-5.09 to 13.47
2208,"'FUSEX', 'IGIB', 'WHOSX', 'SGGDX', 'DBC'",31.0,950.0,-11.77,18.25,8.32,-5.28 to 12.29
4077,"'SWPPX', 'IPE', 'PRULX', 'OPGSX', 'GSP'",31.0,100.0,-15.73,21.13,8.31,-6.94 to 14.22
4490,"'VFINX', 'IPE', 'PRULX', 'USERX', 'DBC'",35.0,100.0,-14.5,19.31,8.31,-5.29 to 13.42
2227,"'PREIX', 'ITE', 'VUSTX', 'INIVX', 'GSG'",31.0,100.0,-11.8,16.72,8.31,-5.77 to 12.32
2707,"'VIGRX', 'ITE', 'VUSTX', 'INIVX', 'GSP'",43.0,250.0,-11.7,18.51,8.31,-5.86 to 13.18
3975,"'FUSEX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",23.0,300.0,-13.98,19.6,8.31,-6.92 to 13.96
4985,"'VFINX', 'IGIB', 'PRULX', 'SGGDX', 'GSG'",42.0,300.0,-13.45,18.76,8.31,-5.92 to 12.86
2971,"'PREIX', 'IGIB', 'VUSTX', 'SGGDX', 'GSG'",40.0,300.0,-13.14,19.07,8.31,-5.75 to 12.72
700,"'PREIX', 'ITE', 'VUSTX', 'USERX', 'DBC'",36.0,300.0,-10.54,15.58,8.31,-4.61 to 11.9
2774,"'VIGRX', 'HYG', 'WHOSX', 'VGPMX', 'GSG'",42.0,350.0,-19.86,25.68,8.31,-10.38 to 14.33
4797,"'VIGRX', 'HYG', 'WHOSX', 'USERX', 'DBC'",4.0,350.0,-17.9,24.29,8.31,-7.73 to 15.17
4425,"'SWPPX', 'IGIB', 'WHOSX', 'VGPMX', 'DBC'",3.0,350.0,-14.87,20.5,8.31,-6.01 to 13.49
3602,"'PREIX', 'IPE', 'VUSTX', 'INIVX', 'DBC'",30.0,350.0,-14.73,21.31,8.31,-7.1 to 16.17
2902,"'FUSEX', 'IEI', 'VUSTX', 'OPGSX', 'DBC'",29.0,350.0,-10.64,16.27,8.31,-5.32 to 12.67
4819,"'VFINX', 'IEF', 'WHOSX', 'VGPMX', 'GSG'",21.0,400.0,-11.89,18.15,8.31,-5.76 to 12.39
756,"'VIGRX', 'HYG', 'WHOSX', 'USERX', 'DJP'",14.0,500.0,-17.8,24.2,8.31,-8.13 to 15.23
4485,"'PREIX', 'BIV', 'VUSTX', 'USERX', 'GSP'",34.0,500.0,-13.88,18.14,8.31,-5.33 to 13.69
3318,"'PREIX', 'IPE', 'WHOSX', 'USERX', 'DBC'",39.0,500.0,-13.39,19.86,8.31,-6.36 to 13.63
260,"'VFINX', 'IGIB', 'PRULX', 'USERX', 'DJP'",49.0,500.0,-12.72,18.72,8.31,-5.0 to 14.06
1257,"'FUSEX', 'ITE', 'PRULX', 'USERX', 'GSP'",22.0,500.0,-11.81,16.14,8.31,-5.12 to 11.31
1656,"'PREIX', 'IPE', 'PRULX', 'SGGDX', 'GSP'",25.0,550.0,-14.26,19.41,8.31,-6.72 to 12.78
4962,"'PREIX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",30.0,550.0,-13.89,20.19,8.31,-6.92 to 15.15
794,"'PREIX', 'BIV', 'VUSTX', 'VGPMX', 'GSG'",37.0,550.0,-13.29,19.81,8.31,-5.76 to 13.47
4240,"'VFINX', 'BIV', 'VUSTX', 'SGGDX', 'DBC'",44.0,550.0,-12.03,18.52,8.31,-5.59 to 13.38
2315,"'PREIX', 'ITE', 'PRULX', 'SGGDX', 'GSP'",6.0,550.0,-11.29,16.65,8.31,-5.88 to 11.08
2231,"'FUSEX', 'HYG', 'WHOSX', 'INIVX', 'GSG'",39.0,600.0,-19.21,23.66,8.31,-10.09 to 14.49
2760,"'VFINX', 'HYG', 'WHOSX', 'USERX', 'GSP'",40.0,600.0,-17.7,23.75,8.31,-9.04 to 15.38
3844,"'PREIX', 'IPE', 'VUSTX', 'OPGSX', 'GSG'",43.0,600.0,-15.41,21.09,8.31,-7.03 to 15.14
2394,"'SWPPX', 'IEF', 'PRULX', 'VGPMX', 'GSP'",17.0,600.0,-13.31,18.28,8.31,-6.09 to 12.15
2579,"'SWPPX', 'ITE', 'PRULX', 'SGGDX', 'DJP'",38.0,600.0,-10.47,14.63,8.31,-5.36 to 10.8
1740,"'FUSEX', 'IPE', 'VUSTX', 'OPGSX', 'GSP'",11.0,650.0,-16.07,21.31,8.31,-7.45 to 14.55
3101,"'VFINX', 'IGIB', 'PRULX', 'VGPMX', 'GSG'",25.0,650.0,-15.04,20.27,8.31,-6.37 to 13.61
18,"'FUSEX', 'IGIB', 'PRULX', 'VGPMX', 'GSP'",19.0,700.0,-15.56,20.17,8.31,-7.21 to 13.13
529,"'PREIX', 'TIP', 'VUSTX', 'USERX', 'DJP'",10.0,700.0,-14.7,19.35,8.31,-5.76 to 13.75
1372,"'SWPPX', 'BIV', 'WHOSX', 'OPGSX', 'DBC'",12.0,700.0,-12.76,18.94,8.31,-7.16 to 13.37
4419,"'FUSEX', 'IGIB', 'VUSTX', 'INIVX', 'DJP'",49.0,800.0,-14.24,19.59,8.31,-6.13 to 14.45
1688,"'VFINX', 'IEF', 'VUSTX', 'USERX', 'DJP'",5.0,800.0,-11.61,17.16,8.31,-5.13 to 11.87
1784,"'PREIX', 'IPE', 'PRULX', 'USERX', 'DBC'",11.0,850.0,-14.43,19.11,8.31,-6.02 to 13.45
4553,"'SWPPX', 'TIP', 'WHOSX', 'INIVX', 'GSG'",27.0,850.0,-14.08,19.46,8.31,-7.47 to 12.73
897,"'VFINX', 'IPE', 'WHOSX', 'USERX', 'DBC'",51.0,850.0,-13.18,18.67,8.31,-6.08 to 13.3
680,"'PREIX', 'IEI', 'PRULX', 'INIVX', 'DBC'",42.0,900.0,-11.14,16.94,8.31,-5.65 to 12.3
4986,"'VIGRX', 'IGIB', 'PRULX', 'VGPMX', 'DJP'",33.0,950.0,-14.59,20.57,8.31,-5.65 to 14.3
2583,"'SWPPX', 'BIV', 'VUSTX', 'OPGSX', 'GSP'",50.0,950.0,-13.85,19.41,8.31,-6.44 to 14.58
3125,"'SWPPX', 'IPE', 'VUSTX', 'USERX', 'GSG'",30.0,1000.0,-14.87,20.7,8.31,-6.15 to 14.48
4386,"'FUSEX', 'BIV', 'WHOSX', 'USERX', 'DBC'",46.0,1000.0,-12.09,18.25,8.31,-5.53 to 13.27
2801,"'VIGRX', 'IEF', 'VUSTX', 'USERX', 'DBC'",16.0,1000.0,-10.64,18.2,8.31,-5.66 to 12.99
1649,"'PREIX', 'TIP', 'PRULX', 'INIVX', 'GSG'",7.0,100.0,-15.36,20.8,8.3,-6.81 to 13.39
3621,"'FUSEX', 'TIP', 'VUSTX', 'VGPMX', 'GSP'",51.0,150.0,-14.79,20.25,8.3,-6.92 to 13.7
4725,"'PREIX', 'IGIB', 'VUSTX', 'USERX', 'GSP'",5.0,200.0,-14.67,19.55,8.3,-6.08 to 12.86
4145,"'FUSEX', 'ITE', 'VUSTX', 'SGGDX', 'GSP'",48.0,200.0,-10.54,16.37,8.3,-5.62 to 11.22
2539,"'FUSEX', 'IGIB', 'PRULX', 'USERX', 'GSP'",9.0,250.0,-14.14,19.26,8.3,-5.66 to 12.79
2839,"'PREIX', 'IGIB', 'PRULX', 'USERX', 'GSP'",16.0,250.0,-13.65,19.16,8.3,-5.93 to 12.98
4926,"'FUSEX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",43.0,250.0,-13.41,19.92,8.3,-6.88 to 14.04
1240,"'VFINX', 'IGIB', 'PRULX', 'SGGDX', 'GSG'",52.0,250.0,-12.64,17.62,8.3,-5.68 to 11.76
2706,"'VFINX', 'HYG', 'PRULX', 'OPGSX', 'DBC'",24.0,300.0,-18.59,23.61,8.3,-9.23 to 15.56
3250,"'PREIX', 'ITE', 'VUSTX', 'USERX', 'DJP'",24.0,300.0,-10.59,15.45,8.3,-4.66 to 12.0
4642,"'SWPPX', 'IPE', 'WHOSX', 'OPGSX', 'GSG'",33.0,350.0,-15.04,20.7,8.3,-6.84 to 13.37
363,"'VIGRX', 'IGIB', 'VUSTX', 'SGGDX', 'GSP'",38.0,350.0,-13.57,19.81,8.3,-5.35 to 13.83
4510,"'FUSEX', 'TIP', 'PRULX', 'SGGDX', 'DJP'",18.0,350.0,-13.32,19.17,8.3,-6.3 to 12.42
4687,"'FUSEX', 'BIV', 'PRULX', 'USERX', 'DJP'",35.0,400.0,-13.56,18.0,8.3,-5.57 to 13.12
4771,"'FUSEX', 'ITE', 'PRULX', 'OPGSX', 'DJP'",52.0,400.0,-11.34,16.15,8.3,-5.46 to 11.69
824,"'FUSEX', 'IGIB', 'PRULX', 'SGGDX', 'GSG'",9.0,450.0,-13.08,18.54,8.3,-5.77 to 12.45
3855,"'PREIX', 'IEI', 'PRULX', 'OPGSX', 'DJP'",31.0,450.0,-11.58,17.36,8.3,-5.47 to 12.43
1961,"'SWPPX', 'TIP', 'WHOSX', 'INIVX', 'DJP'",16.0,550.0,-14.14,19.97,8.3,-7.39 to 13.8
1427,"'SWPPX', 'IGIB', 'PRULX', 'USERX', 'GSG'",50.0,600.0,-13.44,18.75,8.3,-5.35 to 13.4
3233,"'PREIX', 'TIP', 'PRULX', 'VGPMX', 'DBC'",37.0,650.0,-15.57,20.71,8.3,-5.89 to 13.89
463,"'PREIX', 'TIP', 'VUSTX', 'INIVX', 'GSP'",14.0,650.0,-15.22,20.38,8.3,-7.2 to 13.99
361,"'FUSEX', 'BIV', 'VUSTX', 'SGGDX', 'GSP'",20.0,650.0,-13.07,18.16,8.3,-6.31 to 12.7
317,"'VIGRX', 'TIP', 'VUSTX', 'USERX', 'GSG'",38.0,700.0,-14.6,20.45,8.3,-5.37 to 13.7
649,"'VIGRX', 'IGIB', 'WHOSX', 'VGPMX', 'DJP'",7.0,750.0,-14.61,20.78,8.3,-5.77 to 14.28
3635,"'FUSEX', 'TIP', 'WHOSX', 'INIVX', 'GSG'",50.0,750.0,-13.94,19.33,8.3,-6.55 to 14.51
3324,"'SWPPX', 'IGIB', 'VUSTX', 'SGGDX', 'GSP'",47.0,750.0,-13.08,18.22,8.3,-5.72 to 12.17
4885,"'FUSEX', 'TIP', 'WHOSX', 'OPGSX', 'DJP'",43.0,800.0,-14.35,20.7,8.3,-6.96 to 14.48
1796,"'VFINX', 'BIV', 'PRULX', 'USERX', 'GSP'",25.0,800.0,-13.45,18.32,8.3,-5.62 to 13.65
280,"'SWPPX', 'TIP', 'PRULX', 'VGPMX', 'DJP'",6.0,850.0,-16.16,21.01,8.3,-6.14 to 14.01
2402,"'PREIX', 'TIP', 'PRULX', 'USERX', 'GSP'",33.0,850.0,-15.15,19.17,8.3,-5.86 to 12.96
647,"'FUSEX', 'BIV', 'WHOSX', 'VGPMX', 'DJP'",3.0,850.0,-14.85,19.71,8.3,-6.44 to 13.68
450,"'PREIX', 'HYG', 'WHOSX', 'SGGDX', 'DBC'",15.0,900.0,-17.77,23.15,8.3,-9.15 to 14.98
3772,"'FUSEX', 'TIP', 'WHOSX', 'VGPMX', 'GSP'",34.0,900.0,-15.48,20.45,8.3,-6.45 to 13.78
1126,"'PREIX', 'IPE', 'VUSTX', 'INIVX', 'DJP'",33.0,900.0,-14.91,19.47,8.3,-7.36 to 13.87
495,"'SWPPX', 'BIV', 'VUSTX', 'OPGSX', 'DJP'",50.0,950.0,-13.72,19.25,8.3,-6.65 to 15.03
1256,"'FUSEX', 'IGIB', 'WHOSX', 'OPGSX', 'DBC'",50.0,950.0,-12.98,19.2,8.3,-5.79 to 14.77
3762,"'FUSEX', 'TIP', 'VUSTX', 'VGPMX', 'GSG'",32.0,1000.0,-16.25,21.64,8.3,-6.96 to 14.66
1526,"'SWPPX', 'IGIB', 'WHOSX', 'VGPMX', 'DBC'",16.0,1000.0,-13.5,19.6,8.3,-6.07 to 13.33
1363,"'SWPPX', 'IGIB', 'WHOSX', 'SGGDX', 'DJP'",32.0,1000.0,-12.05,18.47,8.3,-5.2 to 12.89
4551,"'VFINX', 'IEI', 'PRULX', 'INIVX', 'GSP'",46.0,1000.0,-11.17,17.04,8.3,-5.84 to 12.17
969,"'VFINX', 'IPE', 'VUSTX', 'OPGSX', 'GSG'",44.0,100.0,-15.24,21.04,8.29,-6.7 to 15.18
4364,"'FUSEX', 'TIP', 'PRULX', 'SGGDX', 'GSG'",2.0,100.0,-14.47,19.17,8.29,-6.25 to 12.33
3358,"'SWPPX', 'ITE', 'PRULX', 'INIVX', 'DJP'",45.0,100.0,-11.15,17.89,8.29,-5.65 to 13.84
2044,"'PREIX', 'IPE', 'VUSTX', 'OPGSX', 'GSP'",19.0,150.0,-15.5,21.06,8.29,-7.08 to 14.1
3689,"'VIGRX', 'TIP', 'PRULX', 'VGPMX', 'DJP'",28.0,150.0,-14.86,21.91,8.29,-5.99 to 15.45
3092,"'FUSEX', 'IGIB', 'VUSTX', 'USERX', 'DJP'",50.0,150.0,-13.74,18.62,8.29,-5.55 to 14.02
4064,"'VFINX', 'IGIB', 'WHOSX', 'INIVX', 'GSG'",32.0,200.0,-13.6,20.05,8.29,-6.12 to 13.83
2354,"'FUSEX', 'HYG', 'WHOSX', 'USERX', 'GSG'",28.0,300.0,-17.35,23.47,8.29,-8.53 to 15.04
3328,"'PREIX', 'IPE', 'VUSTX', 'VGPMX', 'DJP'",51.0,300.0,-15.26,19.78,8.29,-5.86 to 13.8
2723,"'PREIX', 'IPE', 'VUSTX', 'USERX', 'GSP'",52.0,300.0,-14.41,19.56,8.29,-5.79 to 12.84
3159,"'PREIX', 'IGIB', 'PRULX', 'USERX', 'GSG'",49.0,300.0,-13.73,19.02,8.29,-5.48 to 13.58
1502,"'VIGRX', 'ITE', 'VUSTX', 'VGPMX', 'DJP'",1.0,300.0,-13.06,18.88,8.29,-4.51 to 13.46
1449,"'FUSEX', 'IGIB', 'PRULX', 'SGGDX', 'GSG'",52.0,300.0,-12.81,17.44,8.29,-5.75 to 11.77
2989,"'FUSEX', 'IGIB', 'WHOSX', 'SGGDX', 'DJP'",43.0,300.0,-12.02,18.0,8.29,-5.5 to 11.82
1327,"'PREIX', 'ITE', 'PRULX', 'SGGDX', 'DBC'",25.0,300.0,-9.85,15.95,8.29,-5.21 to 11.43
292,"'VIGRX', 'TIP', 'PRULX', 'VGPMX', 'GSG'",13.0,350.0,-15.79,22.14,8.29,-6.08 to 14.85
2084,"'SWPPX', 'TIP', 'VUSTX', 'OPGSX', 'GSG'",31.0,350.0,-15.52,20.98,8.29,-6.8 to 14.81
806,"'VFINX', 'BIV', 'VUSTX', 'OPGSX', 'DJP'",41.0,350.0,-14.11,19.66,8.29,-6.0 to 14.49
291,"'PREIX', 'IPE', 'WHOSX', 'USERX', 'DJP'",32.0,350.0,-13.48,19.96,8.29,-6.1 to 13.98
3878,"'VFINX', 'TIP', 'WHOSX', 'OPGSX', 'DJP'",3.0,400.0,-14.39,20.75,8.29,-6.78 to 13.89
1487,"'VIGRX', 'IGIB', 'VUSTX', 'SGGDX', 'DJP'",17.0,400.0,-12.56,19.63,8.29,-4.79 to 13.95
452,"'FUSEX', 'IEF', 'PRULX', 'OPGSX', 'DJP'",32.0,400.0,-11.82,18.34,8.29,-5.66 to 13.37
2719,"'VIGRX', 'HYG', 'PRULX', 'OPGSX', 'DJP'",47.0,450.0,-18.56,25.75,8.29,-8.4 to 15.88
1069,"'VFINX', 'IPE', 'PRULX', 'USERX', 'DBC'",41.0,450.0,-14.36,19.98,8.29,-5.44 to 13.78
328,"'SWPPX', 'IGIB', 'WHOSX', 'VGPMX', 'GSP'",18.0,450.0,-14.11,20.01,8.29,-6.57 to 12.45
4263,"'PREIX', 'BIV', 'PRULX', 'SGGDX', 'GSG'",30.0,450.0,-12.91,18.22,8.29,-5.79 to 11.96
3829,"'VIGRX', 'BIV', 'VUSTX', 'USERX', 'GSP'",29.0,450.0,-12.83,19.35,8.29,-5.21 to 13.5
4613,"'PREIX', 'ITE', 'VUSTX', 'OPGSX', 'DJP'",35.0,450.0,-12.2,17.06,8.29,-5.38 to 12.65
2057,"'PREIX', 'TIP', 'VUSTX', 'SGGDX', 'GSP'",49.0,500.0,-14.07,19.46,8.29,-6.68 to 12.87
3568,"'VFINX', 'TIP', 'VUSTX', 'SGGDX', 'DBC'",45.0,500.0,-12.83,20.15,8.29,-5.71 to 13.97
2347,"'PREIX', 'TIP', 'VUSTX', 'USERX', 'GSG'",35.0,550.0,-15.1,19.81,8.29,-5.6 to 13.23
3033,"'PREIX', 'IGIB', 'PRULX', 'OPGSX', 'DJP'",50.0,600.0,-13.41,19.44,8.29,-5.73 to 14.18
4966,"'FUSEX', 'TIP', 'PRULX', 'USERX', 'GSG'",45.0,650.0,-14.45,20.2,8.29,-5.6 to 14.04
714,"'VIGRX', 'HYG', 'PRULX', 'USERX', 'DJP'",2.0,700.0,-18.67,24.58,8.29,-8.19 to 15.47
